tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
2996.00;535613367#2_0;20.04;8.60;2645.00;0.49;402219376#1_0;5.10;0.00;tripinfo_veh4384 routing_veh4384;351.00;veh4384;1;3082.71;1.14;0.00;106.87;veh_passenger;;5;39.00
2997.00;-102321811#3_0;11.79;11.81;2634.00;0.35;-48537817#2_0;5.10;0.00;tripinfo_veh4366 routing_veh4366;363.00;veh4366;1;3360.22;0.89;0.00;79.43;veh_passenger;;4;28.00
2998.00;242293660#1_0;17.62;1.98;2666.00;0.98;-1239701773_0;5.10;13.17;tripinfo_veh4418 routing_veh4418;332.00;veh4418;1;2404.11;0.95;0.00;108.18;veh_passenger;;3;43.00
2998.00;-606417691_0;49.93;13.97;2672.00;0.95;-552616912_0;5.10;13.92;tripinfo_veh4428 routing_veh4428;326.00;veh4428;1;2792.89;1.01;0.00;117.21;veh_passenger;;5;59.00
2998.00;-258716882#2_0;0.21;15.07;2804.00;0.24;620905489#0_1;5.10;0.00;tripinfo_veh4648 routing_veh4648;194.00;veh4648;1;2122.87;1.16;0.00;55.33;veh_passenger;;3;14.00
3000.00;48538981#0_0;0.20;4.51;2484.00;0.55;-304932111#1_0;5.10;6.30;tripinfo_veh4117 routing_veh4117;516.00;veh4117;1;4575.14;0.95;0.00;74.82;veh_passenger;;4;15.00
3000.00;-242293646_0;99.23;2.67;2651.00;2.27;553327981_1;5.10;0.00;tripinfo_veh4391 routing_veh4391;349.00;veh4391;1;2657.10;1.00;0.00;118.46;veh_passenger;;4;56.00
3003.00;-301927576#1_0;65.35;6.83;2485.00;0.34;42201276#3_1;5.10;0.00;tripinfo_veh4119 routing_veh4119;518.00;veh4119;1;4157.13;0.95;0.00;145.16;veh_passenger;;5;48.00
3003.00;46227734#2_0;61.52;7.70;2687.00;0.87;552619451#0_0;5.10;0.00;tripinfo_veh4453 routing_veh4453;316.00;veh4453;1;2889.95;1.03;0.00;107.44;veh_passenger;;4;44.00
3003.00;241515831_0;23.34;2.60;2787.00;0.13;403680149#1_1;5.10;0.00;tripinfo_veh4620 routing_veh4620;216.00;veh4620;1;2174.95;0.96;0.00;37.02;veh_passenger;;1;11.00
3004.00;-552463871_0;44.52;12.62;2422.00;0.08;301146569_1;5.10;0.00;tripinfo_veh4015 routing_veh4015;582.00;veh4015;1;4830.37;0.97;0.00;147.76;veh_passenger;;7;59.00
3004.00;1180356110#1_0;65.82;9.90;2593.00;0.97;-400015856_0;5.10;3.33;tripinfo_veh4297 routing_veh4297;411.00;veh4297;1;3302.35;0.80;0.00;104.67;veh_passenger;;3;44.00
3004.00;101892865_0;43.47;2.65;2667.00;0.78;217040199_0;5.10;0.00;tripinfo_veh4420 routing_veh4420;337.00;veh4420;1;3033.34;0.98;0.00;99.82;veh_passenger;;3;40.00
3004.00;48903035_0;49.15;13.21;2835.00;0.48;552616904#1_0;5.10;0.00;tripinfo_veh4699 routing_veh4699;169.00;veh4699;1;1488.14;1.02;0.00;41.42;veh_passenger;;3;10.00
3005.00;-241515820_0;24.58;1.77;2496.00;13.76;-40668082#2_1;5.10;0.00;tripinfo_veh4115 routing_veh4115;509.00;veh4115;1;3743.81;0.83;0.00;142.11;veh_passenger;;7;50.00
3007.00;48903049#9_0;0.20;12.49;2646.00;0.29;48548000#1_0;5.10;0.00;tripinfo_veh4386 routing_veh4386;361.00;veh4386;1;3794.90;0.95;0.00;58.71;veh_passenger;;2;10.00
3007.00;403681875_0;47.30;4.81;2828.00;0.11;404105016#0_0;5.10;0.00;tripinfo_veh4688 routing_veh4688;179.00;veh4688;1;1744.24;1.17;0.00;49.72;veh_passenger;;2;16.00
3010.00;241515818_0;34.47;13.12;2904.00;0.71;-257861440#0_0;5.10;0.00;tripinfo_veh4813 routing_veh4813;106.00;veh4813;1;1205.56;1.16;0.00;21.87;veh_passenger;;0;0.00
3011.00;86484940#1_0;25.56;14.16;2729.00;0.04;250033168#3_1;5.10;0.00;tripinfo_veh4524 routing_veh4524;282.00;veh4524;1;2393.50;1.05;0.00;84.34;veh_passenger;;2;44.00
3012.00;-403123152#1_0;16.53;13.66;2563.00;0.53;65089047#2_0;5.10;0.00;tripinfo_veh4248 routing_veh4248;449.00;veh4248;1;3926.08;0.99;0.00;150.37;veh_passenger;;6;73.00
3012.00;924859462_0;38.82;4.03;2564.00;0.32;484829765#2_1;5.10;0.00;tripinfo_veh4250 routing_veh4250;448.00;veh4250;1;4746.38;0.95;0.00;74.85;veh_passenger;;2;24.00
3012.00;-403104438#2_0;44.64;6.33;2643.00;0.90;45388030#0_0;5.10;0.00;tripinfo_veh4380 routing_veh4380;369.00;veh4380;1;2665.12;0.89;0.00;120.06;veh_passenger;;4;73.00
3012.00;49222366#2_0;90.76;6.89;2674.00;0.54;42453885_0;5.10;0.00;tripinfo_veh4432 routing_veh4432;338.00;veh4432;1;2315.13;0.84;0.00;56.34;veh_passenger;;4;12.00
3013.00;42143918#5_0;51.04;8.07;2735.00;0.01;269103108#0_1;5.10;0.00;tripinfo_veh4534 routing_veh4534;278.00;veh4534;1;2702.96;1.11;0.00;47.59;veh_passenger;;1;5.00
3013.00;48203216#4_0;80.82;12.59;2843.00;0.64;256907288#2_1;2.23;0.00;tripinfo_veh4712 routing_veh4712;170.00;veh4712;1;1523.90;0.94;0.00;51.97;veh_passenger;;1;21.00
3014.00;48903040#0_0;130.39;13.90;2656.00;0.63;-404261127#1_0;5.10;14.86;tripinfo_veh4402 routing_veh4402;358.00;veh4402;1;4388.06;1.07;0.00;80.42;veh_passenger;;4;15.00
3014.00;533687777#4_1;91.45;13.62;2751.00;0.93;-258715364#0_0;5.10;0.00;tripinfo_veh4559 routing_veh4559;263.00;veh4559;1;2992.00;1.04;0.00;53.02;veh_passenger;;2;20.00
3014.00;542393515_0;54.42;15.33;2784.00;0.75;48548029#3_0;0.20;0.00;tripinfo_veh4614 routing_veh4614;230.00;veh4614;1;2485.47;1.10;0.00;62.29;veh_passenger;;3;16.00
3015.00;-897178116#0_0;131.04;12.46;2459.00;0.89;49222366#5_0;5.10;0.00;tripinfo_veh4075 routing_veh4075;556.00;veh4075;1;5153.02;0.96;0.00;131.53;veh_passenger;;5;48.00
3016.00;61390458#0_1;80.80;12.67;2725.00;0.26;-1179654820_0;5.10;13.18;tripinfo_veh4517 routing_veh4517;291.00;veh4517;1;3018.35;0.95;0.00;57.11;veh_passenger;;3;16.00
3016.00;403681872_0;84.55;12.04;2871.00;0.28;86484918#2_0;5.10;0.00;tripinfo_veh4759 routing_veh4759;145.00;veh4759;1;1147.07;0.93;0.00;27.68;veh_passenger;;1;4.00
3017.00;1180131815_0;66.57;11.75;2514.00;0.99;39503432#1_0;5.10;0.00;tripinfo_veh4166 routing_veh4166;503.00;veh4166;1;3621.27;0.89;0.00;164.18;veh_passenger;;8;77.00
3017.00;102321737_0;89.07;13.15;2798.00;0.27;-81508877#2_0;5.10;0.00;tripinfo_veh4638 routing_veh4638;219.00;veh4638;1;2287.30;0.97;0.00;37.89;veh_passenger;;1;3.00
3017.00;241299706_0;18.20;10.65;2806.00;0.43;48203227#2_1;5.10;0.00;tripinfo_veh4651 routing_veh4651;211.00;veh4651;1;2274.55;1.10;0.00;63.91;veh_passenger;;1;2.00
3018.00;404961427_0;47.84;2.20;2728.00;0.85;91013813#0_0;5.10;0.00;tripinfo_veh4521 routing_veh4521;290.00;veh4521;1;2469.71;1.02;0.00;73.39;veh_passenger;;3;9.00
3018.00;241515833_0;55.47;1.64;2841.00;0.45;242293674#1_0;5.10;0.00;tripinfo_veh4709 routing_veh4709;177.00;veh4709;1;1620.88;0.94;0.00;33.87;veh_passenger;;0;0.00
3018.00;559508158#4_0;93.90;14.17;2901.00;0.12;50370774#1_0;5.10;0.00;tripinfo_veh4809 routing_veh4809;117.00;veh4809;1;1272.83;1.05;0.00;36.11;veh_passenger;;1;2.00
3019.00;-1055114601#0_0;167.34;7.00;2523.00;0.34;-98607702#0_0;5.10;0.00;tripinfo_veh4182 routing_veh4182;496.00;veh4182;1;4955.12;0.91;0.00;57.93;veh_passenger;;1;1.00
3019.00;894588797_0;165.51;15.86;2653.00;0.05;-400016031_0;5.10;13.22;tripinfo_veh4398 routing_veh4398;366.00;veh4398;1;4085.28;1.19;0.00;115.30;veh_passenger;;2;33.00
3019.00;534617559#1_0;31.92;13.27;2673.00;0.14;553363959_1;5.10;0.00;tripinfo_veh4431 routing_veh4431;346.00;veh4431;1;3498.56;0.99;0.00;53.26;veh_passenger;;2;5.00
3020.00;-761335828#1_0;4.31;2.70;2439.00;0.19;29223065#1_1;5.10;0.00;tripinfo_veh4043 routing_veh4043;581.00;veh4043;1;4705.11;0.97;0.00;151.67;veh_passenger;;5;70.00
3020.00;59833663_1;122.33;15.44;2796.00;0.69;40668086#2_0;5.10;0.00;tripinfo_veh4634 routing_veh4634;224.00;veh4634;1;2374.09;1.19;0.00;41.45;veh_passenger;;2;4.00
3021.00;45427985#0_0;33.71;13.46;2658.00;0.82;-683804190_0;5.10;15.27;tripinfo_veh4405 routing_veh4405;363.00;veh4405;1;4259.05;1.10;0.00;125.33;veh_passenger;;5;33.00
3021.00;241308395_0;54.76;3.75;2878.00;0.65;-61426871#5_0;5.10;0.00;tripinfo_veh4770 routing_veh4770;143.00;veh4770;1;1328.21;1.17;0.00;40.58;veh_passenger;;2;6.00
3022.00;542395213#2_0;70.26;12.01;2620.00;0.83;612320334#2_0;5.10;0.00;tripinfo_veh4342 routing_veh4342;402.00;veh4342;1;3708.58;0.94;0.00;127.86;veh_passenger;;4;58.00
3022.00;535613367#3_0;125.52;7.17;2725.00;0.87;-1178006838_0;5.10;12.39;tripinfo_veh4516 routing_veh4516;297.00;veh4516;1;2661.23;0.89;0.00;75.33;veh_passenger;;2;31.00
3022.00;217034877#1_0;45.23;13.29;2845.00;0.83;-1181244100_0;5.10;14.01;tripinfo_veh4715 routing_veh4715;177.00;veh4715;1;1614.54;1.01;0.00;32.39;veh_passenger;;1;1.00
3025.00;542406425#1_0;80.15;11.11;2481.00;0.57;424827044#1_1;5.10;0.00;tripinfo_veh4112 routing_veh4112;544.00;veh4112;1;3710.91;0.83;0.00;114.31;veh_passenger;;5;46.00
3025.00;42207958#4_1;24.97;10.94;2491.00;0.31;400049837#0_0;5.10;0.00;tripinfo_veh4129 routing_veh4129;534.00;veh4129;1;4332.56;0.99;0.00;117.74;veh_passenger;;6;37.00
3025.00;48581495_0;136.48;13.20;2503.00;0.25;-242069255_0;5.10;14.34;tripinfo_veh4149 routing_veh4149;522.00;veh4149;1;4717.94;1.03;0.00;144.46;veh_passenger;;4;53.00
3026.00;42201278#2_0;57.21;8.18;2425.00;0.06;474831747#1_1;5.10;0.00;tripinfo_veh4020 routing_veh4020;601.00;veh4020;1;5660.38;1.06;0.00;194.72;veh_passenger;;5;89.00
3026.00;42140278#0_0;3.42;7.22;2454.00;0.11;-1180174775#1_0;5.10;12.82;tripinfo_veh4068 routing_veh4068;572.00;veh4068;1;5334.86;0.92;0.00;170.07;veh_passenger;;5;89.00
3026.00;404093316_0;40.20;4.02;2635.00;4.37;397464990#1_0;5.10;0.00;tripinfo_veh4361 routing_veh4361;391.00;veh4361;1;3205.23;1.08;0.00;140.42;veh_passenger;;4;51.00
3027.00;605357314#0_0;171.69;12.16;2560.00;0.55;1211147423_0;5.10;12.58;tripinfo_veh4243 routing_veh4243;467.00;veh4243;1;4300.65;0.91;0.00;116.50;veh_passenger;;7;50.00
3028.00;404831353_1;141.00;13.68;2422.00;0.68;208769659_3;5.10;0.00;tripinfo_veh4014 routing_veh4014;606.00;veh4014;1;6562.61;0.99;0.00;173.96;veh_passenger;;8;65.00
3029.00;-240449693#4_0;21.38;4.43;2601.00;0.53;1179685339_0;5.10;0.00;tripinfo_veh4311 routing_veh4311;428.00;veh4311;1;3917.34;0.89;0.00;109.83;veh_passenger;;3;50.00
3031.00;404946324#1_0;64.72;1.72;2333.00;0.96;-48538975#1_0;5.10;12.86;tripinfo_veh3866 routing_veh3866;698.00;veh3866;1;5946.09;0.93;0.00;144.23;veh_passenger;;5;45.00
3031.00;893216950#3_0;51.57;12.85;2933.00;8.60;61390457_0;5.10;0.00;tripinfo_veh4848 routing_veh4848;98.00;veh4848;1;893.12;0.96;0.00;27.12;veh_passenger;;1;4.00
3032.00;535327182_0;86.45;9.59;2528.00;0.52;-404105019_0;5.10;5.11;tripinfo_veh4190 routing_veh4190;504.00;veh4190;1;4533.92;1.23;0.00;173.48;veh_passenger;;8;88.00
3032.00;552616903_0;120.00;7.52;2732.00;0.63;65089047#0_0;5.10;0.00;tripinfo_veh4528 routing_veh4528;300.00;veh4528;1;2338.74;1.02;0.00;68.04;veh_passenger;;4;22.00
3032.00;48859295#2_1;1.80;8.08;2825.00;0.73;427451695#6_0;5.10;0.00;tripinfo_veh4682 routing_veh4682;207.00;veh4682;1;2069.19;1.02;0.00;47.02;veh_passenger;;2;8.00
3032.00;242069235#4_0;38.11;12.95;2896.00;0.55;241308378#2_0;5.10;0.00;tripinfo_veh4800 routing_veh4800;136.00;veh4800;1;1463.20;0.94;0.00;16.94;veh_passenger;;0;0.00
3033.00;48203232#0_0;40.54;12.14;2865.00;0.92;304027275#18_0;5.10;0.00;tripinfo_veh4748 routing_veh4748;168.00;veh4748;1;1952.55;0.96;0.00;41.04;veh_passenger;;2;9.00
3034.00;527757287#2_0;19.38;15.42;2894.00;0.36;-683804190_0;5.10;14.28;tripinfo_veh4797 routing_veh4797;140.00;veh4797;1;2334.26;1.03;0.00;28.35;veh_passenger;;0;0.00
3035.00;59833646#0_0;146.09;10.09;2513.00;0.60;45393802_0;5.10;0.00;tripinfo_veh4165 routing_veh4165;522.00;veh4165;1;3737.08;0.80;0.00;112.10;veh_passenger;;2;39.00
3035.00;-306725311#5_0;78.47;15.14;2783.00;2.77;-534903493#2_0;5.10;0.00;tripinfo_veh4609 routing_veh4609;252.00;veh4609;1;2562.92;1.16;0.00;65.60;veh_passenger;;2;41.00
3039.00;-48581441#1_0;26.41;12.72;2497.00;0.28;-208781828_0;5.10;8.10;tripinfo_veh4139 routing_veh4139;542.00;veh4139;1;4929.38;0.97;0.00;129.58;veh_passenger;;5;47.00
3039.00;-40972473#1_0;25.58;31.20;2571.00;0.08;-1239701773_0;5.10;15.79;tripinfo_veh4262 routing_veh4262;468.00;veh4262;1;5546.98;1.14;0.00;164.68;veh_passenger;;5;43.00
3041.00;82880732#2_0;5.76;6.21;2703.00;0.58;118366335#0_0;5.10;0.00;tripinfo_veh4480 routing_veh4480;338.00;veh4480;1;2849.49;0.81;0.00;75.27;veh_passenger;;4;28.00
3041.00;86484913#0_0;72.96;3.21;2705.00;0.77;549778901#2_0;5.10;0.00;tripinfo_veh4483 routing_veh4483;336.00;veh4483;1;2263.32;1.03;0.00;125.54;veh_passenger;;3;59.00
3041.00;-86484949#0_0;151.54;9.10;2854.00;0.78;-86484909#1_0;5.10;4.70;tripinfo_veh4730 routing_veh4730;187.00;veh4730;1;1636.00;1.13;0.00;33.37;veh_passenger;;1;2.00
3043.00;29223062#12_1;42.88;7.98;2615.00;0.05;86484892#2_0;5.10;0.00;tripinfo_veh4335 routing_veh4335;428.00;veh4335;1;3689.78;1.05;0.00;103.70;veh_passenger;;4;39.00
3043.00;402762620_0;15.18;1.84;2790.00;0.12;-250051647#0_0;5.10;0.00;tripinfo_veh4625 routing_veh4625;253.00;veh4625;1;1868.69;0.94;0.00;50.00;veh_passenger;;2;12.00
3044.00;304931622_0;54.20;6.24;2589.00;0.59;48548020_0;5.10;7.35;tripinfo_veh4291 routing_veh4291;455.00;veh4291;1;5725.49;0.88;0.00;64.99;veh_passenger;;1;13.00
3044.00;269102913#0_0;78.78;12.88;2710.00;0.95;605357314#1_1;5.10;0.00;tripinfo_veh4491 routing_veh4491;334.00;veh4491;1;3084.50;0.96;0.00;71.72;veh_passenger;;4;26.00
3044.00;42141924#5_1;41.32;10.13;2724.00;0.47;893427498#1_1;5.10;0.00;tripinfo_veh4515 routing_veh4515;320.00;veh4515;1;2919.41;0.99;0.00;100.80;veh_passenger;;5;35.00
3044.00;45393815#1_0;68.70;6.47;2916.00;0.04;252659486#0_0;5.10;0.00;tripinfo_veh4834 routing_veh4834;128.00;veh4834;1;1025.23;0.86;0.00;23.47;veh_passenger;;0;0.00
3045.00;-311202507#0_0;76.40;12.27;2640.00;0.92;534604434#0_0;5.10;12.39;tripinfo_veh4375 routing_veh4375;405.00;veh4375;1;3706.95;0.89;0.00;103.35;veh_passenger;;5;56.00
3045.00;304931613#14_1;8.33;5.60;2723.00;0.68;-402684249_0;5.10;0.00;tripinfo_veh4513 routing_veh4513;322.00;veh4513;1;2465.55;0.98;0.00;72.40;veh_passenger;;4;22.00
3046.00;-405513787#2_0;27.31;24.88;2234.00;0.28;-314641202#5_0;5.10;0.00;tripinfo_veh3703 routing_veh3703;812.00;veh3703;1;7586.02;0.90;0.00;291.91;veh_passenger;;7;174.00
3046.00;49217115#0_1;22.46;6.65;2542.00;0.64;-48548765#0_0;5.10;0.00;tripinfo_veh4213 routing_veh4213;504.00;veh4213;1;3156.21;0.94;0.00;202.75;veh_passenger;;4;148.00
3047.00;-45393807_0;58.78;13.05;2698.00;2.82;-304027275#11_0;5.10;0.00;tripinfo_veh4468 routing_veh4468;349.00;veh4468;1;3223.59;1.01;0.00;113.32;veh_passenger;;4;52.00
3047.00;485222907_0;18.32;2.14;2713.00;0.93;-98607706#2_0;5.10;0.00;tripinfo_veh4496 routing_veh4496;334.00;veh4496;1;2538.16;0.78;0.00;58.92;veh_passenger;;2;21.00
3048.00;86484945_0;42.19;3.82;2626.00;0.79;-402908026_0;5.10;0.00;tripinfo_veh4352 routing_veh4352;422.00;veh4352;1;2881.63;1.00;0.00;153.44;veh_passenger;;4;84.00
3049.00;-91011063_0;404.77;25.04;2524.00;0.74;558922364#0_0;5.09;0.00;tripinfo_veh4183 routing_veh4183;525.00;veh4183;1;6233.86;1.17;0.00;182.23;veh_passenger;;5;58.00
3049.00;304931642_0;58.89;8.80;2801.00;0.86;-84618083#1_0;5.10;8.92;tripinfo_veh4642 routing_veh4642;248.00;veh4642;1;2707.39;1.07;0.00;32.65;veh_passenger;;0;0.00
3049.00;-402797114_0;66.45;15.19;2967.00;0.98;-48537833#1_0;5.03;0.00;tripinfo_veh4917 routing_veh4917;82.00;veh4917;1;694.37;1.10;0.00;30.98;veh_passenger;;1;13.00
3050.00;338566776_1;16.43;7.63;2632.00;0.16;403104440#1_0;5.10;0.00;tripinfo_veh4363 routing_veh4363;418.00;veh4363;1;3801.81;1.01;0.00;129.57;veh_passenger;;4;49.00
3050.00;48537857#0_0;28.25;11.87;2634.00;0.95;48548033#0_0;5.10;0.00;tripinfo_veh4365 routing_veh4365;416.00;veh4365;1;3698.78;0.94;0.00;101.41;veh_passenger;;4;23.00
3051.00;485182262#0_0;18.68;2.90;2610.00;1.08;533793750#3_0;0.20;0.00;tripinfo_veh4325 routing_veh4325;441.00;veh4325;1;3623.71;1.20;0.00;209.50;veh_passenger;;7;125.00
3052.00;45427992#0_1;8.32;11.03;2581.00;0.43;49217105#1_1;5.10;0.00;tripinfo_veh4278 routing_veh4278;471.00;veh4278;1;3950.12;0.90;0.00;105.96;veh_passenger;;5;35.00
3052.00;542537652#0-AddedOffRampEdge_0;94.29;13.46;2903.00;0.92;-240449693#6_0;5.10;0.00;tripinfo_veh4811 routing_veh4811;149.00;veh4811;1;1174.09;1.01;0.00;42.94;veh_passenger;;2;9.00
3053.00;29223185#6_0;60.15;7.27;2677.00;0.52;-86484942#2_0;5.10;0.00;tripinfo_veh4437 routing_veh4437;376.00;veh4437;1;3104.56;0.96;0.00;101.36;veh_passenger;;3;61.00
3054.00;241308376#7_2;82.31;13.78;2436.00;0.81;39525774#4_1;5.10;0.00;tripinfo_veh4037 routing_veh4037;618.00;veh4037;1;4621.75;1.00;0.00;175.83;veh_passenger;;8;92.00
3055.00;338566781#2_0;29.05;12.53;2653.00;0.65;480899731#2_0;5.10;0.00;tripinfo_veh4397 routing_veh4397;402.00;veh4397;1;4006.63;0.95;0.00;95.22;veh_passenger;;5;30.00
3056.00;542537670#0_0;33.76;7.35;2912.00;0.27;304931616#1_0;5.10;0.00;tripinfo_veh4827 routing_veh4827;144.00;veh4827;1;1564.61;1.04;0.00;30.20;veh_passenger;;1;6.00
3058.00;-91013786#1_0;72.95;7.04;2828.00;1.32;532135453#1_1;5.10;0.00;tripinfo_veh4686 routing_veh4686;230.00;veh4686;1;2118.52;0.94;0.00;51.49;veh_passenger;;2;12.00
3058.00;40668068#8_1;53.70;12.42;2891.00;0.98;-325042064_0;5.10;2.72;tripinfo_veh4791 routing_veh4791;167.00;veh4791;1;1630.35;0.98;0.00;38.30;veh_passenger;;2;4.00
3059.00;48581485#1_0;129.33;12.72;2677.00;2.33;35287032#7_1;5.10;0.00;tripinfo_veh4434 routing_veh4434;382.00;veh4434;1;3312.06;0.92;0.00;51.62;veh_passenger;;1;2.00
3061.00;-45393776_0;101.63;12.67;2712.00;3.55;534903539#4_0;5.10;0.00;tripinfo_veh4490 routing_veh4490;349.00;veh4490;1;3176.26;1.01;0.00;109.51;veh_passenger;;3;32.00
3062.00;45424964_0;0.20;7.05;2663.00;0.40;400049837#1_1;5.10;0.00;tripinfo_veh4414 routing_veh4414;399.00;veh4414;1;3582.31;0.98;0.00;84.74;veh_passenger;;4;29.00
3063.00;-45393762#3_0;99.43;10.43;2503.00;0.85;-660546459_0;5.10;2.21;tripinfo_veh4148 routing_veh4148;560.00;veh4148;1;4089.57;0.79;0.00;150.22;veh_passenger;;5;69.00
3063.00;65141877#0_0;24.02;10.98;2688.00;0.06;542542880#5_1;5.10;0.00;tripinfo_veh4456 routing_veh4456;375.00;veh4456;1;3180.96;0.83;0.00;73.94;veh_passenger;;2;22.00
3063.00;554582106#2_0;94.14;7.43;2726.00;0.66;337277998#0_0;5.10;0.00;tripinfo_veh4518 routing_veh4518;337.00;veh4518;1;2606.27;1.03;0.00;81.08;veh_passenger;;5;27.00
3064.00;310114805#0_0;82.73;12.78;2527.00;0.72;48144976#1_0;5.10;0.00;tripinfo_veh4188 routing_veh4188;537.00;veh4188;1;4861.18;0.97;0.00;145.14;veh_passenger;;4;64.00
3064.00;533793750#2_0;26.38;7.36;2805.00;0.04;-252659495_0;5.10;2.70;tripinfo_veh4650 routing_veh4650;259.00;veh4650;1;2203.90;0.97;0.00;62.10;veh_passenger;;2;28.00
3065.00;-59825632#2_0;91.20;13.47;2511.00;0.41;533787303#2_0;1.65;0.00;tripinfo_veh4162 routing_veh4162;554.00;veh4162;1;5257.70;1.04;0.00;174.04;veh_passenger;;7;50.00
3065.00;107415172#1_0;75.23;15.46;2909.00;0.28;91013796_0;5.10;3.22;tripinfo_veh4822 routing_veh4822;156.00;veh4822;1;1572.76;1.14;0.00;55.12;veh_passenger;;2;24.00
3066.00;404261127#1_0;45.59;10.97;2410.00;0.75;-325042064_0;5.10;2.35;tripinfo_veh3994 routing_veh3994;656.00;veh3994;1;5646.62;0.85;0.00;170.84;veh_passenger;;6;85.00
3066.00;48203223#2_1;26.26;20.54;2691.00;0.04;552506219#3_0;5.10;0.00;tripinfo_veh4461 routing_veh4461;375.00;veh4461;1;3706.36;0.84;0.00;88.81;veh_passenger;;5;23.00
3068.00;42207927#6_0;47.39;8.14;2474.00;0.20;-86484905#4_0;5.10;0.00;tripinfo_veh4101 routing_veh4101;594.00;veh4101;1;4571.03;1.07;0.00;202.55;veh_passenger;;11;83.00
3069.00;304927993#1_0;56.84;12.88;2793.00;2.51;42456626_0;5.10;0.00;tripinfo_veh4626 routing_veh4626;276.00;veh4626;1;2442.49;0.98;0.00;78.27;veh_passenger;;3;34.00
3069.00;48903010#5_1;34.98;11.23;2907.00;0.70;-392349033#0_0;5.10;0.00;tripinfo_veh4818 routing_veh4818;162.00;veh4818;1;1304.17;0.90;0.00;49.44;veh_passenger;;3;19.00
3071.00;397364887#0_0;67.09;12.94;2837.00;0.67;453516156_0;5.10;2.73;tripinfo_veh4702 routing_veh4702;234.00;veh4702;1;1711.07;0.98;0.00;88.78;veh_passenger;;2;52.00
3072.00;400451215_1;75.64;7.19;2700.00;0.60;98607700_0;5.10;5.06;tripinfo_veh4475 routing_veh4475;372.00;veh4475;1;3419.06;0.91;0.00;82.82;veh_passenger;;4;30.00
3072.00;48962884#2_0;83.14;13.13;2829.00;0.51;542542886#1_0;5.10;0.00;tripinfo_veh4689 routing_veh4689;243.00;veh4689;1;2456.84;1.02;0.00;40.82;veh_passenger;;1;1.00
3073.00;409617871#0_0;22.83;11.94;2466.00;0.65;-402191972_0;5.10;0.00;tripinfo_veh4087 routing_veh4087;607.00;veh4087;1;6899.30;1.03;0.00;139.65;veh_passenger;;6;32.00
3073.00;42207929#1_0;371.47;14.14;2600.00;0.13;50370775#5_0;5.10;0.00;tripinfo_veh4310 routing_veh4310;473.00;veh4310;1;5320.59;1.09;0.00;135.71;veh_passenger;;4;50.00
3073.00;552230453#2_0;114.34;13.62;2637.00;0.94;91011072#6_0;5.10;0.00;tripinfo_veh4370 routing_veh4370;436.00;veh4370;1;6211.51;1.02;0.00;91.73;veh_passenger;;1;23.00
3073.00;400679084#6_0;25.53;13.26;2805.00;0.64;42201285#3_0;5.10;0.00;tripinfo_veh4649 routing_veh4649;268.00;veh4649;1;2364.01;0.97;0.00;40.67;veh_passenger;;1;5.00
3073.00;400015851#2_0;49.54;12.69;2851.00;0.79;47198320#4_0;5.10;0.00;tripinfo_veh4725 routing_veh4725;222.00;veh4725;1;1886.54;1.00;0.00;83.59;veh_passenger;;2;52.00
3074.00;347760559#1_0;29.96;11.20;2527.00;0.12;-605045767_0;5.10;2.43;tripinfo_veh4189 routing_veh4189;547.00;veh4189;1;5627.87;0.88;0.00;97.99;veh_passenger;;3;18.00
3075.00;40972463#2_0;24.05;11.98;2664.00;0.19;894588812_0;5.10;13.28;tripinfo_veh4416 routing_veh4416;411.00;veh4416;1;3746.77;0.96;0.00;129.16;veh_passenger;;7;59.00
3076.00;338426546_0;176.54;13.12;2895.00;0.16;250024018#0_0;5.10;0.00;tripinfo_veh4799 routing_veh4799;181.00;veh4799;1;1372.12;0.97;0.00;77.23;veh_passenger;;4;41.00
3077.00;242293619_0;112.05;11.82;2770.00;0.63;-40668082#0_1;5.10;0.00;tripinfo_veh4591 routing_veh4591;307.00;veh4591;1;2832.65;0.94;0.00;84.15;veh_passenger;;4;26.00
3077.00;543406857_0;67.19;13.80;2803.00;0.45;-542537659#7_0;5.10;0.00;tripinfo_veh4646 routing_veh4646;274.00;veh4646;1;2310.70;1.06;0.00;95.57;veh_passenger;;4;48.00
3079.00;894857848_0;81.57;12.89;2749.00;0.74;42201266#0_0;5.10;23.65;tripinfo_veh4556 routing_veh4556;330.00;veh4556;1;3742.92;0.95;0.00;82.42;veh_passenger;;4;34.00
3080.00;86134858#9_0;71.28;7.13;2816.00;0.78;-29223186#1_0;5.10;0.00;tripinfo_veh4667 routing_veh4667;264.00;veh4667;1;2431.00;0.88;0.00;38.31;veh_passenger;;1;3.00
3081.00;40668072#0_0;32.98;15.29;2464.00;0.46;-403724116_0;5.10;12.74;tripinfo_veh4084 routing_veh4084;617.00;veh4084;1;4709.78;0.92;0.00;206.06;veh_passenger;;8;117.00
